id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
696,Maximo Bistrot,Mexican,$$,24.23,Middle East,"Matthewborough, IN",840 Joel Field Suite 377,598.729.9850x33769,3.7,455,http://www.washington.net/,15:00-21:00
697,Sud 777,Mexican,$$,19.06,Asia,"Elijahton, SE",3428 Christensen Divide,819.689.4951x213,4.0,470,https://scott.com/,14:00-21:00
698,Azurmendi,Spanish,$$,24.4,North America,"New John, CA",2509 Foster Fords,(327)740-5829,4.0,544,https://mitchell.com/,14:00-23:00
699,Azurmendi,Spanish,$$$,34.98,South America,"Kirbychester, SZ",737 Dean Isle Apt. 472,6857911283,4.1,326,https://www.bush-gill.com/,15:00-21:00
700,Funky Gourmet,Greek,$$$$,255.95,North America,"Leblancport, AS",867 Koch Unions Apt. 462,(627)245-7298x89584,4.1,178,https://maldonado.biz/,12:00-20:00
701,Varoulko Seaside,Greek,$$,18.16,Europe,"Hernandezton, NR",5625 Richardson Well Apt. 716,408-296-8163x58392,4.0,520,https://rodriguez.net/,13:00-22:00
702,The Eight,Chinese,$,10.98,North America,"Sanchezland, ME",22424 Williams Greens,740-303-2467,3.9,248,https://www.young.com/,13:00-21:00
703,Madam Khanh - The Banh Mi Queen,Vietnamese,$,12.84,North America,"New Megan, NM",2700 Smith Extension Suite 095,215-731-9151x30608,3.7,214,https://ramos-stone.com/,16:00-23:00
704,Vietnam House,Vietnamese,$$,18.5,North America,"Onealhaven, OK",71463 Freeman Branch Apt. 761,6728723936,3.6,519,https://www.ramirez-smith.com/,11:00-22:00
705,Isolina,Peruvian,$$,17.44,Europe,"Dunnton, SG",77820 Martinez Summit Apt. 044,963.855.5656,4.0,503,https://www.mccormick-davis.com/,16:00-22:00
706,Quintonil,Mexican,$,5.62,Asia,"Seanview, LA",119 Adams Mountain Suite 807,001-965-362-6088x8441,3.4,250,http://www.murphy.com/,13:00-23:00
707,La Mar,Peruvian,$$,15.68,Asia,"New Omar, JO",86733 Parker Plains Suite 430,(814)970-6661x29895,3.7,407,http://www.greer-parker.com/,16:00-21:00
708,Pizzeria Brandi,Italian,$$$,38.49,North America,"East Kristen, WI",61546 Benjamin View,909-664-6329,4.5,351,https://shields-cox.com/,13:00-22:00
709,The Eight,Chinese,$$,18.52,Asia,"North Brittany, SI",2877 Mitchell Ramp,(839)601-7791x9932,3.5,513,https://smith.com/,12:00-23:00
710,Kojima,Korean,$$,32.24,North America,"Lorraineside, ID",20922 Melton Crossroad Apt. 528,001-862-268-4130,3.8,531,http://www.rodriguez-travis.info/,15:00-22:00
711,Nopi,Mediterranean,$,8.79,Europe,"Tamarabury, GW",56991 Gallegos Mill Suite 188,+1-534-293-0910x79182,3.5,238,http://carney.com/,13:00-23:00
712,Osteria Francescana,Italian,$$$,47.91,South America,"Lake Daniel, GQ",810 Carol Rue,931-249-2817,4.7,376,http://www.thompson-powers.com/,16:00-20:00
713,Kikunoi,Japanese,$$$,57.07,Europe,"Mullinsmouth, RW",664 Williams Flat,585.755.4477x15930,4.0,351,http://www.ferguson.info/,16:00-20:00
714,Per Se,American,$$$,59.29,North America,"Benjaminland, LA",85744 Sanchez Dam Suite 246,952-214-0066x52174,3.9,349,http://chavez.com/,16:00-21:00
715,Trishna,Indian,$$,27.46,North America,"South Jacobfurt, MP",1185 Courtney Crescent Suite 350,728.358.7023x7771,4.2,538,https://johnson-bryan.com/,14:00-23:00
716,Dio Dekares i Oka,Greek,$$,25.01,Europe,"North Christina, GN",4010 Tony Neck Suite 609,(276)941-1713x78835,4.0,493,http://hart-clark.com/,14:00-22:00
717,Kyubey,Japanese,$$$,29.57,Middle East,"North Dawn, AZ",3446 Garner Spring Apt. 660,567.288.3470x07141,4.2,320,https://www.perry.org/,13:00-20:00
718,Gaggan Anand,Indian,$$,29.65,Europe,"Boyerberg, MZ",86417 Hansen Harbors Apt. 173,426-807-2262,3.9,517,https://martinez.com/,13:00-23:00
719,Alinea,American,$$,12.12,South America,"West Thomas, GA",22366 Paige Shore Apt. 050,001-851-796-5429x071,4.1,441,http://www.harrison.com/,12:00-22:00
720,Maximo Bistrot,Mexican,$,12.67,North America,"New Barryside, NE",76236 Elizabeth Cove,6642931718,4.2,299,http://www.miles.com/,11:00-23:00
721,Osteria Francescana,Italian,$$$$,211.0,North America,"Richardshire, KS",57614 Steven Way,281-277-2191x3474,4.2,172,http://www.bond.org/,16:00-23:00
722,Al Fassia,Moroccan,$$$,66.53,North America,"Kyleborough, NE",8768 Smith Mission Apt. 092,741.577.3222x6410,4.2,371,https://www.baker.com/,11:00-23:00
723,Narisawa,Japanese,$$$,73.46,North America,"Whiteton, FM",993 Williams Ridges,001-543-975-3435,4.3,334,https://www.garcia.info/,16:00-23:00
724,Gymkhana,Indian,$$$,26.19,South America,"Camachofurt, KG",28219 Holly Island,(650)253-9979,4.1,340,https://mercado.biz/,15:00-21:00
725,Dio Dekares i Oka,Greek,$$,17.89,Europe,"Robinshire, TV",90332 Darlene View,246.471.8518x088,4.2,519,https://mendoza-simon.biz/,14:00-22:00
726,Trattoria Zà Zà,Italian,$,6.57,South America,"New Joshua, HR",766 Brian Circle,778-818-1787x7764,4.1,271,https://bond.com/,11:00-23:00
727,The Eight,Chinese,$$,16.22,North America,"Joshuaport, CA",550 Brian Mall,595.950.7654,4.7,550,https://watson-rice.com/,15:00-23:00
728,Pujol,Mexican,$$,12.44,Asia,"Brianside, PL",49970 Shannon Village,799-842-3171x198,4.4,560,http://rubio.org/,13:00-20:00
729,Pizzeria Brandi,Italian,$$$,48.44,Asia,"Mcleantown, BY",782 Donovan Gateway,(239)790-6674,4.6,396,https://www.davis.biz/,16:00-22:00
730,Antica Pesa,Italian,$$$,40.87,North America,"North Jeffrey, AZ",30541 Natalie Cove Apt. 003,001-718-452-0206x00335,4.1,349,http://www.carrillo-lane.org/,15:00-20:00
731,Ta Karamanlidika Tou Fani,Greek,$$,31.64,North America,"Finleybury, MT",0262 Dylan Village Apt. 671,001-502-433-3303,4.1,524,http://romero.info/,12:00-21:00
732,Indian Accent,Indian,$$,22.05,South America,"Juanberg, BB",5744 Willis Point Apt. 938,001-562-543-2097x16511,3.7,503,http://www.whitaker-miller.info/,13:00-21:00
733,Duddell's,Chinese,$$$,51.17,Asia,"Lake Brian, SG",84570 Emily Corners,874.697.1321x662,3.9,287,http://www.graham.com/,11:00-23:00
734,Rafael,Peruvian,$$,22.66,Europe,"Port Amandamouth, EE",47864 Kimberly Ridge,428-469-2648x121,3.9,552,https://www.brock.info/,14:00-20:00
735,Hamdi,Turkish,$$,18.36,Europe,"Anthonybury, TO",089 Samantha Loaf Apt. 357,3253704535,4.3,599,http://miller.com/,14:00-23:00
736,Bukhara,Indian,$,10.94,Europe,"Taylorhaven, LR",91854 Benjamin Camp,001-316-731-1982,3.9,237,https://santos.org/,14:00-21:00
737,La Mar,Peruvian,$,12.6,North America,"Jayport, IL",8071 Cuevas Shoals,+1-845-969-4147x2879,3.5,244,http://www.waters-gates.info/,14:00-21:00
738,Din Tai Fung,Chinese,$,8.4,Asia,"South Benjaminton, CV",713 Brad Tunnel Suite 693,+1-631-270-3803x6982,3.5,230,https://www.thomas.org/,13:00-21:00
739,Ta Karamanlidika Tou Fani,Greek,$$$,67.32,Europe,"Davidberg, BT",242 Baxter Lights Apt. 772,(779)225-6412,4.3,307,http://marshall.net/,15:00-23:00
740,Din Tai Fung,Chinese,$$$,74.64,North America,"Andersonbury, NV",00435 Richard Trail,2317144819,3.9,384,http://hinton-mcgrath.info/,14:00-23:00
741,Eleven Madison Park,American,$$$,51.96,North America,"Johnsonshire, DC",75608 Dana Stream Suite 974,001-823-920-2921x8532,4.3,315,https://www.wheeler.com/,14:00-23:00
742,Maximo Bistrot,Mexican,$$,21.28,North America,"Jonesport, NC",86785 Heath Squares,001-524-818-8390x18831,3.9,475,http://hernandez-davis.com/,12:00-22:00
743,El Celler de Can Roca,Spanish,$$$,36.49,South America,"East Kathleenshire, CD",831 Matthew Shoals Suite 870,716-486-9707x3921,4.1,340,http://fox.org/,11:00-20:00
744,Pujol,Mexican,$$,31.78,North America,"Port Robert, LA",942 Michael Heights Suite 430,461.892.3360x28367,3.8,498,http://www.jones-thomas.com/,13:00-20:00
745,Isolina,Peruvian,$$,23.98,Asia,"West Cynthiafurt, DE",984 Eric Park Suite 700,885.662.3458,4.2,526,https://anthony.com/,14:00-22:00
746,Trishna,Indian,$$,25.2,Middle East,"Benjaminbury, GE",122 James Terrace Suite 002,(272)230-7143,3.6,518,http://www.moore.org/,14:00-22:00
747,Duck & Waffle,Mediterranean,$$,19.25,Asia,"North Matthew, AZ",57359 Thomas Union,+1-637-993-5917x31700,4.1,484,http://www.arias.info/,11:00-20:00
748,Test Kitchen,Caribbean,$,5.7,Asia,"Port Heatherview, ET",5842 Kevin Flat Suite 134,766.659.2695x846,3.6,230,https://www.gregory.com/,13:00-21:00
749,Nahm,Thai,$$$,52.22,North America,"South Denise, AS",87600 Schmitt Ford,745-530-8201,4.2,341,http://gonzales-krueger.com/,16:00-20:00
750,Trattoria Zà Zà,Italian,$$$,42.8,North America,"Jeremyview, KS",540 Wood Harbors Suite 748,5329534026,4.5,357,http://gibson.com/,16:00-21:00
751,Contramar,Mexican,$$$$,120.87,Europe,"Port Laurenstad, GR",612 Horton Prairie,(502)850-4644,5.0,226,https://gomez-evans.com/,12:00-20:00
752,Yan Toh Heen,Chinese,$$$,51.93,Middle East,"Stephanieshire, PS",980 Perkins Corners,(203)891-0862,3.8,316,http://www.houston-potter.com/,15:00-23:00
753,Gaggan,Thai,$$$,38.99,North America,"South Ralphmouth, ND",5427 Holmes Glens,+1-222-879-3863x690,4.4,371,https://www.owens.org/,13:00-21:00
754,Duck & Waffle,Mediterranean,$$$,59.14,North America,"Jessicaville, MP",021 Morton Fords,446-797-1053x5967,4.5,399,https://wagner.com/,16:00-20:00
755,Borgo San Jacopo,Italian,$$$$,230.82,North America,"Lake Kelly, FM",43414 John Center Apt. 985,5949796324,4.5,212,http://www.walker.com/,15:00-21:00
756,Jing Yaa Tang,Chinese,$,7.07,North America,"North Heatherton, DC",9671 Bartlett Shore Apt. 519,255.279.0845x59072,3.9,245,https://thomas.com/,12:00-22:00
757,Ultraviolet by Paul Pairet,Chinese,$,5.29,North America,"Port Emilymouth, WY",6869 Robertson Trafficway Apt. 635,(919)773-2364x69607,4.2,228,https://www.bates.com/,15:00-21:00
758,Ultraviolet by Paul Pairet,Chinese,$,6.38,Middle East,"Lake Denniston, AU",52468 Melissa Plains,(440)273-5266,3.7,267,http://www.jensen.com/,14:00-21:00
759,Trattoria Zà Zà,Italian,$$,16.67,Europe,"East Garrett, CY",57225 Mason Turnpike Suite 429,+1-335-923-6003,4.3,486,http://gordon.info/,12:00-21:00
760,Din Tai Fung,Chinese,$$,16.54,North America,"Lake Jamieberg, ME",5364 Paula Haven,849.668.8473,4.0,508,https://james.com/,13:00-22:00
761,Narisawa,Japanese,$$$$,102.8,Europe,"Aprilburgh, MT",00026 Moyer Extensions,4483963438,4.9,179,http://cardenas.net/,15:00-21:00
762,Guy Savoy,French,$$$$,216.47,North America,"Brianport, IA",006 Christine Path Apt. 279,208-396-8818,4.5,199,http://www.kelley.info/,13:00-22:00
763,Asador Etxebarri,Spanish,$$,23.51,North America,"Amyburgh, GA",935 Corey Stream,305-336-6147,4.0,535,https://herrera.com/,15:00-21:00
764,Karaköy Lokantası,Turkish,$,9.3,Asia,"Lake Robert, IS",19926 Andrews Key,471.694.9458x11289,3.9,262,http://washington.biz/,16:00-23:00
765,Lasai,Brazilian,$$,20.5,Europe,"East Jenniferland, MG",589 Robinson Plains,933.740.6268,4.2,587,https://murphy-young.com/,15:00-23:00
766,Fasano,Brazilian,$$$$,275.49,North America,"Johnbury, RI",951 Paul Islands,394.807.8427,4.2,149,https://www.miller-robinson.com/,15:00-22:00
767,Dum Pukht,Indian,$$,22.08,Asia,"New Jeffreyborough, TZ",013 Michelle Islands,001-749-883-4336x258,3.9,532,http://www.oliver.com/,14:00-23:00
768,Fasano,Brazilian,$$$,51.25,North America,"Shawland, KY",614 Gray Gateway Suite 935,3474938908,3.8,370,http://torres-pittman.org/,13:00-23:00
769,Mosu,Korean,$$,27.57,Europe,"Chadborough, IT",56749 Estes Mountains,281-395-8569x7427,4.1,527,http://andrews.org/,14:00-20:00
770,Borgo San Jacopo,Italian,$,7.67,Europe,"South Aaron, SA",02008 Roberts Motorway,+1-360-771-5443,3.7,255,https://www.thomas.com/,16:00-23:00
771,Ultraviolet by Paul Pairet,Chinese,$$,17.63,North America,"Lake Brittany, HI",851 Emily Lakes Suite 880,001-562-648-7099,3.6,488,https://www.franklin.biz/,11:00-21:00
772,Quan An Ngon,Vietnamese,$$,20.97,North America,"West Daniel, AS",0226 Stephanie Canyon Suite 461,562-707-3399,4.2,582,http://www.zuniga.info/,11:00-20:00
773,Hünkar,Turkish,$$,24.23,Asia,"Lake Allenburgh, TD",804 Fowler Harbor,4716100149,4.0,528,https://www.brown.com/,11:00-21:00
774,Dum Pukht,Indian,$$,10.28,Africa,"West Jonathan, RS",0423 Carter Stravenue Apt. 050,869-927-0910x8636,4.6,528,https://mendez.org/,14:00-20:00
775,Bun Cha Huong Lien,Vietnamese,$,8.82,Europe,"Port Janiceton, HT",15363 Porter Union,(387)781-1471x26643,4.2,221,https://www.crawford-tran.com/,15:00-21:00
776,Osteria Francescana,Italian,$$$,42.48,Asia,"Juarezstad, CA",15844 Scott Station Suite 213,001-963-451-4578x477,4.4,374,http://www.alexander.com/,12:00-23:00
777,Eleven Madison Park,American,$$$,39.74,Europe,"Lake Lucas, HR",4976 Campbell Prairie Suite 207,900-672-0967x2878,4.1,365,https://www.prince-douglas.net/,16:00-21:00
778,Maximo Bistrot,Mexican,$$,18.26,Europe,"New Stephanieside, BW",772 Brian Road,(512)703-9973,4.3,547,https://www.simon-garcia.biz/,11:00-20:00
779,Schloss Berg,German,$$,21.74,North America,"East Davidland, AK",3688 Joshua Flats Apt. 553,546.754.3198,3.8,505,https://www.barker.net/,13:00-20:00
780,Ultraviolet by Paul Pairet,Chinese,$,5.61,North America,"North Jennifer, WY",308 Levy Trail,(334)224-9668x0444,4.0,258,https://palmer.net/,16:00-21:00
781,Sukiyabashi Jiro,Japanese,$$$$,231.97,North America,"North Aaron, AR",462 Johnson Terrace Suite 296,(856)732-9173x244,4.8,186,http://www.ingram.com/,15:00-23:00
782,Evvai,Brazilian,$$$,66.44,North America,"North Russell, TX",11162 Laura Inlet,+1-356-328-2690,4.6,349,http://www.perez.net/,11:00-22:00
783,Gaggan Anand,Indian,$$$,30.82,Asia,"Colemanport, KR",848 Sullivan Square Suite 185,642-978-1709x3330,4.1,368,https://beard-ball.com/,15:00-20:00
784,Mingles,Korean,$$,34.98,North America,"East Rachel, PA",38391 Carson Walk Suite 204,(277)304-3338,4.1,524,https://bishop-torres.com/,16:00-20:00
785,Quintonil,Mexican,$$$,50.87,North America,"North Heidi, NM",52355 Jonathan Forge,+1-205-906-9963x16804,4.3,358,https://williams.info/,16:00-22:00
786,Central,Peruvian,$$$,51.13,Asia,"Burkeview, PY",642 Jose Underpass Apt. 931,(437)729-7657x5115,4.7,311,https://www.griffin.info/,14:00-20:00
787,Astrid y Gastón,Peruvian,$$,16.38,North America,"Dylanborough, UT",845 Laura Terrace Suite 792,870-307-4644x112,3.6,462,http://ayala.com/,11:00-20:00
788,Blue by Eric Ripert,Caribbean,$,5.28,Europe,"Lake Georgemouth, BZ",7172 Malone Ports,433.963.8878,4.5,283,http://www.armstrong.biz/,14:00-20:00
789,Gymkhana,Indian,$$$$,219.18,Europe,"Lake Jameshaven, TV",7030 Nicole Streets Suite 842,001-941-237-7638x9288,4.5,177,https://www.callahan.com/,13:00-23:00
790,Bun Cha Huong Lien,Vietnamese,$,7.58,North America,"Port Morgan, CO",89340 Nicole Dale Apt. 134,(236)511-5752,4.2,255,https://www.harmon.com/,11:00-20:00
791,Maximo Bistrot,Mexican,$,12.5,Europe,"Jessicaport, DE",26741 Duarte Centers,674-333-7056,3.5,196,http://www.atkinson.com/,11:00-20:00
792,Antica Pesa,Italian,$$,20.62,Asia,"East Brandonberg, BI",822 Amanda Lakes Suite 829,001-614-396-3007x74731,4.3,520,https://www.medina.com/,16:00-21:00
793,Asador Etxebarri,Spanish,$,6.45,Europe,"South Stephanie, IE",7977 Brandi Station Suite 648,(384)458-4902x570,4.0,215,https://sanchez-perkins.com/,16:00-20:00
794,Sushi Saito,Japanese,$$$,41.32,Europe,"Alexandraport, CN",56586 Ramirez Islands,001-340-963-1520x2943,3.9,303,https://www.ferguson.info/,14:00-22:00
795,Cosme,Mexican,$,10.12,North America,"Lake Jenniferfurt, CA",651 Lauren Mountains Apt. 947,477-690-3632,3.9,218,http://www.ho-dickerson.org/,14:00-23:00
796,D.O.M.,Brazilian,$$$,65.86,Europe,"Johnchester, BZ",980 Cain Locks Suite 525,549.221.2107x68934,4.5,390,http://www.morse.biz/,12:00-20:00
797,Tempura Kondo,Japanese,$$$,39.11,Asia,"Lake Jasonfort, NZ",8289 Medina Way Apt. 145,7935427643,4.1,311,https://www.herring-jones.info/,14:00-22:00
798,Miznon,Mediterranean,$$,21.8,Europe,"New Bethany, LU",52550 Sherry Circles Suite 381,(576)577-3172,4.2,503,http://michael.net/,14:00-20:00
799,Ristorante Grotta Palazzese,Italian,$$$,70.68,North America,"Edwardsburgh, NJ",31492 Deanna Stravenue Apt. 620,748.871.1272x3223,4.0,357,http://brown-summers.com/,15:00-22:00
800,Paste,Thai,$$$,68.21,North America,"Turnerborough, AL",53205 Heather Gardens,(756)237-5301,4.1,339,https://www.jenkins.info/,11:00-23:00
801,Da Enzo al 29,Italian,$$$,71.39,North America,"Melindashire, OR",473 Shannon Port,270-453-7051,4.3,345,https://www.combs-morris.net/,16:00-22:00
802,Maximo Bistrot,Mexican,$$,31.76,North America,"Kerryhaven, IN",926 Williams Plain Suite 571,001-906-552-2103x69133,4.0,562,http://www.rollins.com/,16:00-22:00
803,El Celler de Can Roca,Spanish,$$,25.28,Europe,"Scottmouth, GM",7821 Green Glen,(524)573-4232,4.0,516,http://cooper.info/,15:00-22:00
804,Contramar,Mexican,$$$,45.76,North America,"Christopherbury, DC",0479 Lawrence Turnpike,288.753.4775,4.4,336,https://www.carey.com/,12:00-22:00
805,Gaggan,Thai,$,6.52,North America,"North Colleen, FL",21820 Shelby Islands,511.255.0264x66581,4.2,239,http://www.turner.org/,15:00-22:00
806,Contramar,Mexican,$$$,55.82,Europe,"West Ralph, LC",629 Davenport Track,811-464-6170x85088,4.5,347,https://www.werner-welch.com/,12:00-23:00
807,Epicure,French,$$,17.83,North America,"Conwayport, NJ",4279 Young Land,(954)439-0019,4.1,539,https://phillips-reyes.org/,16:00-21:00
808,L'Ambroisie,French,$$$,36.92,Middle East,"West Tinaton, GH",71054 Dana Roads Apt. 754,476.476.0168,4.4,342,https://hernandez.com/,11:00-20:00
809,Antica Pesa,Italian,$$,19.02,Middle East,"South Franciscobury, LR",62987 Thomas Underpass Suite 319,+1-597-793-1632x1657,4.6,582,https://perkins-mills.net/,15:00-20:00
810,Hakkasan,Chinese,$$$,66.7,Europe,"East Nicoleside, KM",7845 Timothy Club Apt. 827,942-966-6646,3.8,331,http://daniels-solis.com/,13:00-22:00
811,Karam Sethi,Indian,$$$$,123.04,North America,"Port Sandramouth, VI",9611 Giles Parkways,621.512.3986x94321,4.2,200,http://turner-rivera.org/,13:00-21:00
812,Facil,German,$$,18.41,North America,"East Debra, TX",74689 Richard Loaf,8072958587,3.8,487,http://park-robinson.com/,15:00-22:00
813,Maximo Bistrot,Mexican,$,10.71,North America,"New Kaitlyn, PW",43802 Kelly Flat,(338)519-1952x0119,3.8,273,http://www.harrison.com/,15:00-22:00
814,Cosme,Mexican,$$,34.48,North America,"Port Laura, PA",714 Amy Walk Suite 835,001-516-730-5488x30899,3.9,474,http://herring.com/,12:00-23:00
815,Jing Yaa Tang,Chinese,$,8.5,North America,"North Katie, WV",55509 Bush Canyon,216-488-8526,4.1,237,https://duncan.com/,14:00-23:00
816,Osteria Francescana,Italian,$$$,53.93,North America,"Angelatown, IN",8400 Kathleen Glens Suite 537,234-200-1026x91790,4.5,386,https://taylor.com/,11:00-20:00
817,Narisawa,Japanese,$$$,51.18,Europe,"West Michael, LB",06323 Kelley Light Suite 854,001-523-519-4237x60265,4.2,362,http://www.morrison.com/,14:00-22:00
818,Ryugin,Japanese,$$$$,95.68,North America,"New Cheryl, MA",56913 Little Crescent Suite 647,578.595.6060x15962,4.4,183,https://allen.net/,15:00-23:00
819,Da Enzo al 29,Italian,$$,19.85,North America,"Kevinport, KY",11549 Thornton Valleys Apt. 325,(330)464-6592x52222,4.2,510,http://brown.com/,14:00-23:00
820,Madam Khanh - The Banh Mi Queen,Vietnamese,$,9.83,Asia,"Smithfort, TZ",7051 Rhonda Crescent,+1-513-684-1855,4.0,227,http://higgins.net/,16:00-20:00
821,Kikunoi,Japanese,$$$,58.34,Europe,"West Crystalview, HR",28277 Potts Island,317.680.3534x7779,4.5,366,http://www.mckinney-gray.com/,12:00-20:00
822,Xu,Vietnamese,$,9.38,Asia,"West Brandonstad, RS",22716 John Rue Apt. 789,682-921-5673x648,4.1,252,https://miller.biz/,14:00-22:00
823,Trattoria Zà Zà,Italian,$,6.31,Asia,"East Suzanneberg, PA",9607 Ellis Estates Apt. 442,001-623-635-7614,4.4,305,http://carrillo.net/,14:00-23:00
824,Nopi,Mediterranean,$$$,52.34,Europe,"Taylorchester, ID",3655 Clark Manors Apt. 064,232.246.9822x119,4.8,389,http://bennett.biz/,14:00-20:00
825,Ta Karamanlidika Tou Fani,Greek,$,11.16,Europe,"North Dianemouth, TO",89256 Angela Summit Suite 429,001-729-690-4825x326,3.9,238,https://clark.biz/,14:00-22:00
826,The Eight,Chinese,$$$,47.01,North America,"South Allison, CA",32248 Thomas Stravenue Apt. 203,913.946.0590,4.3,361,https://dean-murphy.com/,13:00-23:00
827,Karam Sethi,Indian,$$,12.35,Asia,"Bretthaven, MD",73466 George Parks Suite 815,+1-608-828-6368x9575,4.5,538,http://www.mcintyre.com/,13:00-21:00
828,SingleThread,American,$$$,62.52,North America,"South David, IL",9852 Alejandro Club,943.417.8022x18773,4.0,346,https://www.taylor-silva.com/,11:00-23:00
829,Epicure,French,$$$$,167.82,Asia,"New Megan, PK",565 Amber Views Apt. 339,+1-516-835-1599,5.0,222,https://bradley-bennett.net/,12:00-21:00
830,Al Halabi,Lebanese,$$$,51.37,Middle East,"Lake Anna, LU",68656 Mercer Haven,6534971028,4.0,297,https://www.garcia.biz/,15:00-21:00
831,Saison,American,$$,19.56,North America,"Johnsonshire, TX",5899 Smith River,333.321.5379x567,4.5,492,https://www.ryan.com/,12:00-21:00
832,Indian Accent,Indian,$,11.86,North America,"Kurtland, UT",34392 Lowery View Suite 128,217.968.5653x98733,3.4,249,https://www.jones-brown.com/,13:00-22:00
833,Cosme,Mexican,$$,17.13,Asia,"Harringtontown, SG",349 Brown Overpass,(948)823-3640x84160,4.5,584,https://lindsey.net/,16:00-23:00
834,Da Enzo al 29,Italian,$$$,44.87,Middle East,"Christinetown, MM",88810 Helen Brook Suite 261,+1-392-793-1074,4.3,338,https://costa.com/,15:00-23:00
